character	value_extended	raw_value	window_freq
璪	0.000000	0.000000	2
揄	0.000000	0.000000	20
隧	0.000000	0.000000	11
钏	0.000000	0.000000	31
纭	0.000000	0.000000	14
袴	0.000000	0.000000	36
硕	0.000000	0.000000	29
聱	0.000000	0.000000	1
悺	0.000000	0.000000	1
郛	0.000000	0.000000	9
拗	0.000000	0.000000	18
澴	0.000000	0.000000	1
篥	0.000000	0.000000	11
廿	0.000000	0.000000	1
勺	0.000000	0.000000	20
绍	0.000000	0.000000	17
杞	0.000000	0.000000	42
迕	0.000000	0.000000	5
撝	0.000000	0.000000	11
輶	0.000000	0.000000	15
觑	0.000000	0.000000	28
覙	0.000000	0.000000	1
呐	0.000000	0.000000	1
潴	0.000000	0.000000	4
嶅	0.000000	0.000000	1
靳	0.000000	0.000000	7
睫	0.000000	0.000000	23
豩	0.000000	0.000000	1
宥	0.000000	0.000000	17
裒	0.000000	0.000000	6
汃	0.000000	0.000000	1
煊	0.000000	0.000000	1
硖	0.000000	0.000000	11
甯	0.000000	0.000000	18
糅	0.000000	0.000000	2
炰	0.000000	0.000000	8
纴	0.000000	0.000000	1
跗	0.000000	0.000000	10
迓	0.000000	0.000000	10
郿	0.000000	0.000000	3
殇	0.000000	0.000000	14
釱	0.000000	0.000000	2
璩	0.000000	0.000000	1
骓	0.000000	0.000000	24
钝	0.000000	0.000000	48
霅	0.000000	0.000000	22
睺	0.000000	0.000000	1
羾	0.000000	0.000000	1
呱	0.000000	0.000000	2
碏	0.000000	0.000000	1
顼	0.000000	0.000000	10
袿	0.000000	0.000000	5
俩	0.000000	0.000000	3
蝠	0.000000	0.000000	15
闯	0.000000	0.000000	2
翚	0.000000	0.000000	13
繐	0.000000	0.000000	17
侹	0.000000	0.000000	1
卯	0.000000	0.000000	33
戙	0.000000	0.000000	2
鳅	0.000000	0.000000	3
嗢	0.000000	0.000000	8
昫	0.000000	0.000000	1
桤	0.000000	0.000000	3
赟	0.000000	0.000000	1
哄	0.000000	0.000000	2
釜	0.000000	0.000000	13
跂	0.000000	0.000000	24
嘎	0.000000	0.000000	4
羜	0.000000	0.000000	1
鳝	0.000000	0.000000	1
捺	0.000000	0.000000	2
鸲	0.000000	0.000000	15
昵	0.000000	0.000000	3
牟	0.000000	0.000000	20
丐	0.000000	0.000000	3
挫	0.000000	0.000000	25
酎	0.000000	0.000000	22
谥	0.000000	0.000000	13
堠	0.000000	0.000000	31
墄	0.000000	0.000000	1
栴	0.000000	0.000000	3
浕	0.000000	0.000000	1
筳	0.000000	0.000000	2
秭	0.000000	0.000000	4
炳	0.000000	0.000000	35
钳	0.000000	0.000000	11
缢	0.000000	0.000000	1
騀	0.000000	0.000000	3
鲨	0.000000	0.000000	1
袈	0.000000	0.000000	46
餗	0.000000	0.000000	2
浥	0.000000	0.000000	21
纥	0.000000	0.000000	12
玭	0.000000	0.000000	1
痔	0.000000	0.000000	1
逮	0.000000	0.000000	30
弝	0.000000	0.000000	3
锤	0.000000	0.000000	18
硠	0.000000	0.000000	2
蜫	0.000000	0.000000	1
猰	0.000000	0.000000	6
踸	0.000000	0.000000	1
诩	0.000000	0.000000	3
搴	0.000000	0.000000	47
啅	0.000000	0.000000	12
櫜	0.000000	0.000000	13
漎	0.000000	0.000000	1
戆	0.000000	0.000000	21
挠	0.000000	0.000000	29
桶	0.000000	0.000000	1
昃	0.000000	0.000000	15
槭	0.000000	0.000000	10
锧	0.000000	0.000000	3
荈	0.000000	0.000000	4
鄠	0.000000	0.000000	22
噢	0.000000	0.000000	3
椟	0.000000	0.000000	2
寔	0.000000	0.000000	3
槟	0.000000	0.000000	9
孥	0.000000	0.000000	31
隤	0.000000	0.000000	7
趄	0.000000	0.000000	3
浏	0.000000	0.000000	3
圮	0.000000	0.000000	6
耨	0.000000	0.000000	20
岊	0.000000	0.000000	2
茄	0.000000	0.000000	2
褶	0.000000	0.000000	2
妩	0.000000	0.000000	6
笈	0.000000	0.000000	25
壸	0.000000	0.000000	1
羝	0.000000	0.000000	4
潞	0.000000	0.000000	5
瘗	0.000000	0.000000	18
餴	0.000000	0.000000	1
噓	0.000000	0.000000	1
肸	0.000000	0.000000	13
洋	0.000000	0.000000	40
瀍	0.000000	0.000000	17
隽	0.000000	0.000000	12
镮	0.000000	0.000000	15
蹂	0.000000	0.000000	3
踘	0.000000	0.000000	5
觏	0.000000	0.000000	20
键	0.000000	0.000000	8
黪	0.000000	0.000000	2
哙	0.000000	0.000000	2
炒	0.000000	0.000000	2
逖	0.000000	0.000000	7
陔	0.000000	0.000000	12
抓	0.000000	0.000000	5
踢	0.000000	0.000000	1
懋	0.000000	0.000000	2
吝	0.000000	0.000000	43
毓	0.000000	0.000000	4
蒟	0.000000	0.000000	3
菩	0.000000	0.000000	19
紃	0.000000	0.000000	1
僭	0.000000	0.000000	10
螌	0.000000	0.000000	1
埽	0.000000	0.000000	1
棙	0.000000	0.000000	1
跣	0.000000	0.000000	7
訾	0.000000	0.000000	9
燋	0.000000	0.000000	16
塿	0.000000	0.000000	7
矐	0.000000	0.000000	1
噤	0.000000	0.000000	9
蛭	0.000000	0.000000	1
襁	0.000000	0.000000	3
憬	0.000000	0.000000	3
抨	0.000000	0.000000	6
勘	0.000000	0.000000	16
濉	0.000000	0.000000	3
刈	0.000000	0.000000	34
悱	0.000000	0.000000	4
甋	0.000000	0.000000	1
疃	0.000000	0.000000	1
伉	0.000000	0.000000	9
芹	0.000000	0.000000	32
螟	0.000000	0.000000	9
漦	0.000000	0.000000	4
潬	0.000000	0.000000	2
澶	0.000000	0.000000	10
阄	0.000000	0.000000	3
赳	0.000000	0.000000	2
姨	0.000000	0.000000	8
掐	0.000000	0.000000	1
槱	0.000000	0.000000	2
鶱	0.000000	0.000000	34
彴	0.000000	0.000000	7
冗	0.000000	0.000000	19
你	0.000000	0.000000	10
朕	0.000000	0.000000	9
蘩	0.000000	0.000000	16
秽	0.000000	0.000000	40
墁	0.000000	0.000000	1
篑	0.000000	0.000000	6
兟	0.000000	0.000000	2
悝	0.000000	0.000000	1
侲	0.000000	0.000000	1
姮	0.000000	0.000000	36
馒	0.000000	0.000000	1
鞫	0.000000	0.000000	1
祛	0.000000	0.000000	32
糯	0.000000	0.000000	5
齾	0.000000	0.000000	2
隟	0.000000	0.000000	2
瀎	0.000000	0.000000	1
玎	0.000000	0.000000	1
哑	0.000000	0.000000	46
痁	0.000000	0.000000	1
熬	0.000000	0.000000	24
牍	0.000000	0.000000	34
嘒	0.000000	0.000000	16
搪	0.000000	0.000000	3
纩	0.000000	0.000000	22
菘	0.000000	0.000000	4
坻	0.000000	0.000000	18
袝	0.000000	0.000000	1
轥	0.000000	0.000000	1
岌	0.000000	0.000000	10
掠	0.000000	0.000000	46
邢	0.000000	0.000000	10
瀡	0.000000	0.000000	1
糕	0.000000	0.000000	3
赡	0.000000	0.000000	9
蚬	0.000000	0.000000	3
瓃	0.000000	0.000000	1
靓	0.000000	0.000000	17
砝	0.000000	0.000000	1
簋	0.000000	0.000000	16
貉	0.000000	0.000000	5
瞑	0.000000	0.000000	17
貐	0.000000	0.000000	5
濬	0.000000	0.000000	11
殂	0.000000	0.000000	7
谘	0.000000	0.000000	4
萎	0.000000	0.000000	48
欃	0.000000	0.000000	19
茔	0.000000	0.000000	27
谛	0.000000	0.000000	18
倔	0.000000	0.000000	6
澼	0.000000	0.000000	2
膘	0.000000	0.000000	6
鞇	0.000000	0.000000	2
洙	0.000000	0.000000	5
醁	0.000000	0.000000	14
喽	0.000000	0.000000	4
鳐	0.000000	0.000000	3
幪	0.000000	0.000000	2
浃	0.000000	0.000000	31
冱	0.000000	0.000000	4
嚚	0.000000	0.000000	4
鰕	0.000000	0.000000	3
斨	0.000000	0.000000	1
肪	0.000000	0.000000	4
鳙	0.000000	0.000000	1
颛	0.000000	0.000000	11
妊	0.000000	0.000000	1
馈	0.000000	0.000000	26
禫	0.000000	0.000000	1
鹫	0.000000	0.000000	15
艋	0.000000	0.000000	23
吒	0.000000	0.000000	11
襻	0.000000	0.000000	2
汞	0.000000	0.000000	40
躇	0.000000	0.000000	46
魃	0.000000	0.000000	3
磓	0.000000	0.000000	2
穑	0.000000	0.000000	42
儳	0.000000	0.000000	1
赜	0.000000	0.000000	11
篲	0.000000	0.000000	9
牂	0.000000	0.000000	8
璋	0.000000	0.000000	31
醿	0.000000	0.000000	3
椽	0.000000	0.000000	23
烝	0.000000	0.000000	32
匆	0.000000	0.000000	37
旓	0.000000	0.000000	3
弁	0.000000	0.000000	34
歼	0.000000	0.000000	15
璞	0.000000	0.000000	49
柷	0.000000	0.000000	1
莞	0.000000	0.000000	6
樾	0.000000	0.000000	13
剃	0.000000	0.000000	36
祯	0.000000	0.000000	36
缌	0.000000	0.000000	2
蝘	0.000000	0.000000	2
拦	0.000000	0.000000	4
箦	0.000000	0.000000	5
抠	0.000000	0.000000	2
爻	0.000000	0.000000	5
蛜	0.000000	0.000000	1
穜	0.000000	0.000000	2
渼	0.000000	0.000000	6
孀	0.000000	0.000000	30
糇	0.000000	0.000000	3
酴	0.000000	0.000000	4
潨	0.000000	0.000000	1
演	0.000000	0.000000	45
浡	0.000000	0.000000	1
诈	0.000000	0.000000	31
颡	0.000000	0.000000	7
咀	0.000000	0.000000	9
睎	0.000000	0.000000	2
掺	0.000000	0.000000	13
薯	0.000000	0.000000	2
癫	0.000000	0.000000	6
溻	0.000000	0.000000	1
颤	0.000000	0.000000	5
诎	0.000000	0.000000	3
跌	0.000000	0.000000	12
岱	0.000000	0.000000	37
澳	0.000000	0.000000	4
鲑	0.000000	0.000000	2
趼	0.000000	0.000000	2
跚	0.000000	0.000000	3
徜	0.000000	0.000000	5
肖	0.000000	0.000000	16
獝	0.000000	0.000000	2
靫	0.000000	0.000000	4
筤	0.000000	0.000000	3
莉	0.000000	0.000000	2
闶	0.000000	0.000000	1
榾	0.000000	0.000000	7
窊	0.000000	0.000000	1
哓	0.000000	0.000000	3
诔	0.000000	0.000000	6
绖	0.000000	0.000000	1
艓	0.000000	0.000000	5
闒	0.000000	0.000000	2
葌	0.000000	0.000000	1
騋	0.000000	0.000000	1
磔	0.000000	0.000000	11
镳	0.000000	0.000000	44
鍜	0.000000	0.000000	1
矬	0.000000	0.000000	2
疫	0.000000	0.000000	9
祔	0.000000	0.000000	2
箵	0.000000	0.000000	3
冏	0.000000	0.000000	9
崟	0.000000	0.000000	7
徕	0.000000	0.000000	2
戕	0.000000	0.000000	2
诙	0.000000	0.000000	5
礱	0.000000	0.000000	1
罚	0.000000	0.000000	29
姐	0.000000	0.000000	1
吺	0.000000	0.000000	1
盒	0.000000	0.000000	1
煽	0.000000	0.000000	2
弛	0.000000	0.000000	16
厖	0.000000	0.000000	4
躧	0.000000	0.000000	4
鞴	0.000000	0.000000	6
淰	0.000000	0.000000	1
狷	0.000000	0.000000	10
陴	0.000000	0.000000	6
樬	0.000000	0.000000	1
芍	0.000000	0.000000	46
璺	0.000000	0.000000	3
篣	0.000000	0.000000	1
颃	0.000000	0.000000	4
蛚	0.000000	0.000000	4
僎	0.000000	0.000000	1
輧	0.000000	0.000000	38
癞	0.000000	0.000000	1
祐	0.000000	0.000000	26
澍	0.000000	0.000000	3
鬐	0.000000	0.000000	24
蹩	0.000000	0.000000	4
骠	0.000000	0.000000	30
媾	0.000000	0.000000	4
衒	0.000000	0.000000	17
遘	0.000000	0.000000	15
濙	0.000000	0.000000	2
栱	0.000000	0.000000	13
蝈	0.000000	0.000000	2
殉	0.000000	0.000000	12
熸	0.000000	0.000000	1
忉	0.000000	0.000000	8
曦	0.000000	0.000000	39
菉	0.000000	0.000000	8
嚘	0.000000	0.000000	3
岵	0.000000	0.000000	2
筦	0.000000	0.000000	5
秃	0.000000	0.000000	26
槊	0.000000	0.000000	22
滏	0.000000	0.000000	1
勍	0.000000	0.000000	11
黾	0.000000	0.000000	23
沔	0.000000	0.000000	8
疟	0.000000	0.000000	14
琇	0.000000	0.000000	3
侔	0.000000	0.000000	22
懱	0.000000	0.000000	1
軨	0.000000	0.000000	1
垤	0.000000	0.000000	3
洮	0.000000	0.000000	33
沁	0.000000	0.000000	17
饫	0.000000	0.000000	17
仝	0.000000	0.000000	9
秕	0.000000	0.000000	9
枘	0.000000	0.000000	3
跋	0.000000	0.000000	27
瞽	0.000000	0.000000	8
遰	0.000000	0.000000	2
酋	0.000000	0.000000	8
箾	0.000000	0.000000	4
颉	0.000000	0.000000	12
荛	0.000000	0.000000	7
阱	0.000000	0.000000	18
嗌	0.000000	0.000000	1
鲋	0.000000	0.000000	7
湊	0.000000	0.000000	1
伾	0.000000	0.000000	1
蜉	0.000000	0.000000	29
苙	0.000000	0.000000	1
輘	0.000000	0.000000	1
酡	0.000000	0.000000	29
蝤	0.000000	0.000000	1
禳	0.000000	0.000000	11
汍	0.000000	0.000000	17
酊	0.000000	0.000000	49
嘹	0.000000	0.000000	30
筮	0.000000	0.000000	19
穰	0.000000	0.000000	32
菼	0.000000	0.000000	21
距	0.000000	0.000000	31
伽	0.000000	0.000000	25
盲	0.000000	0.000000	13
朿	0.000000	0.000000	3
讽	0.000000	0.000000	42
孛	0.000000	0.000000	8
挝	0.000000	0.000000	13
欙	0.000000	0.000000	1
珥	0.000000	0.000000	36
褷	0.000000	0.000000	19
蛄	0.000000	0.000000	20
捃	0.000000	0.000000	3
蕺	0.000000	0.000000	4
籦	0.000000	0.000000	1
廙	0.000000	0.000000	1
瞢	0.000000	0.000000	4
筏	0.000000	0.000000	10
糟	0.000000	0.000000	42
粼	0.000000	0.000000	4
葩	0.000000	0.000000	45
摋	0.000000	0.000000	2
轹	0.000000	0.000000	6
蹴	0.000000	0.000000	29
鸷	0.000000	0.000000	26
赁	0.000000	0.000000	19
姉	0.000000	0.000000	1
蜗	0.000000	0.000000	39
隩	0.000000	0.000000	6
紊	0.000000	0.000000	3
谖	0.000000	0.000000	11
詟	0.000000	0.000000	3
拚	0.000000	0.000000	5
髐	0.000000	0.000000	2
鄱	0.000000	0.000000	34
淇	0.000000	0.000000	41
胛	0.000000	0.000000	2
垦	0.000000	0.000000	11
鞶	0.000000	0.000000	7
駃	0.000000	0.000000	1
煞	0.000000	0.000000	7
垓	0.000000	0.000000	38
嫧	0.000000	0.000000	1
舐	0.000000	0.000000	11
埳	0.000000	0.000000	1
唾	0.000000	0.000000	39
瞬	0.000000	0.000000	32
鸓	0.000000	0.000000	1
吮	0.000000	0.000000	8
螯	0.000000	0.000000	16
刿	0.000000	0.000000	2
耒	0.000000	0.000000	27
塍	0.000000	0.000000	26
圉	0.000000	0.000000	5
串	0.000000	0.000000	9
嘏	0.000000	0.000000	10
瞷	0.000000	0.000000	1
诖	0.000000	0.000000	1
殛	0.000000	0.000000	5
邠	0.000000	0.000000	7
桉	0.000000	0.000000	1
豉	0.000000	0.000000	3
靥	0.000000	0.000000	44
廥	0.000000	0.000000	1
睨	0.000000	0.000000	42
鹑	0.000000	0.000000	18
倥	0.000000	0.000000	1
楮	0.000000	0.000000	6
辣	0.000000	0.000000	1
锸	0.000000	0.000000	19
狠	0.000000	0.000000	2
栉	0.000000	0.000000	42
售	0.000000	0.000000	12
瞪	0.000000	0.000000	18
唼	0.000000	0.000000	9
钤	0.000000	0.000000	13
愐	0.000000	0.000000	1
钞	0.000000	0.000000	6
舠	0.000000	0.000000	14
荥	0.000000	0.000000	19
鸬	0.000000	0.000000	30
忏	0.000000	0.000000	7
剂	0.000000	0.000000	3
簝	0.000000	0.000000	2
弑	0.000000	0.000000	1
牁	0.000000	0.000000	7
荄	0.000000	0.000000	4
绫	0.000000	0.000000	33
鸹	0.000000	0.000000	2
郈	0.000000	0.000000	1
噩	0.000000	0.000000	1
凹	0.000000	0.000000	3
阉	0.000000	0.000000	1
煠	0.000000	0.000000	1
玓	0.000000	0.000000	2
膜	0.000000	0.000000	12
羉	0.000000	0.000000	1
葺	0.000000	0.000000	43
鉟	0.000000	0.000000	1
雒	0.000000	0.000000	14
遝	0.000000	0.000000	5
闓	0.000000	0.000000	4
甈	0.000000	0.000000	1
恓	0.000000	0.000000	15
瞩	0.000000	0.000000	45
疴	0.000000	0.000000	12
锒	0.000000	0.000000	3
俀	0.000000	0.000000	1
滃	0.000000	0.000000	1
簜	0.000000	0.000000	1
讷	0.000000	0.000000	3
嗷	0.000000	0.000000	25
惘	0.000000	0.000000	14
丳	0.000000	0.000000	2
陊	0.000000	0.000000	2
惩	0.000000	0.000000	24
拉	0.000000	0.000000	5
婺	0.000000	0.000000	31
涪	0.000000	0.000000	22
呫	0.000000	0.000000	2
罨	0.000000	0.000000	17
毷	0.000000	0.000000	1
穊	0.000000	0.000000	2
绻	0.000000	0.000000	13
坳	0.000000	0.000000	21
皙	0.000000	0.000000	17
揃	0.000000	0.000000	1
殴	0.000000	0.000000	1
熹	0.000000	0.000000	1
礧	0.000000	0.000000	3
齖	0.000000	0.000000	1
诮	0.000000	0.000000	38
亟	0.000000	0.000000	8
滂	0.000000	0.000000	33
縿	0.000000	0.000000	3
饧	0.000000	0.000000	16
募	0.000000	0.000000	17
柬	0.000000	0.000000	1
奖	0.000000	0.000000	35
迄	0.000000	0.000000	1
押	0.000000	0.000000	16
述	0.000000	0.000000	48
嫜	0.000000	0.000000	3
晼	0.000000	0.000000	15
谕	0.000000	0.000000	41
磹	0.000000	0.000000	1
泜	0.000000	0.000000	1
鲫	0.000000	0.000000	3
筴	0.000000	0.000000	1
掀	0.000000	0.000000	19
锐	0.000000	0.000000	43
憨	0.000000	0.000000	8
杴	0.000000	0.000000	2
厮	0.000000	0.000000	3
畛	0.000000	0.000000	6
煤	0.000000	0.000000	8
噭	0.000000	0.000000	3
艅	0.000000	0.000000	8
漰	0.000000	0.000000	1
泐	0.000000	0.000000	2
齯	0.000000	0.000000	1
眵	0.000000	0.000000	1
欸	0.000000	0.000000	5
愻	0.000000	0.000000	1
輤	0.000000	0.000000	1
璁	0.000000	0.000000	15
矼	0.000000	0.000000	1
绘	0.000000	0.000000	16
糦	0.000000	0.000000	4
豢	0.000000	0.000000	8
藟	0.000000	0.000000	8
舛	0.000000	0.000000	7
巂	0.000000	0.000000	7
驳	0.000000	0.000000	28
挞	0.000000	0.000000	10
蓰	0.000000	0.000000	1
掴	0.000000	0.000000	1
蠲	0.000000	0.000000	25
狸	0.000000	0.000000	34
涴	0.000000	0.000000	16
鲲	0.000000	0.000000	29
痎	0.000000	0.000000	1
懿	0.000000	0.000000	42
蓥	0.000000	0.000000	1
蓁	0.000000	0.000000	5
鸺	0.000000	0.000000	1
簦	0.000000	0.000000	9
阌	0.000000	0.000000	1
郇	0.000000	0.000000	3
矢	0.000000	0.000000	49
祲	0.000000	0.000000	20
洿	0.000000	0.000000	4
坪	0.000000	0.000000	1
侑	0.000000	0.000000	4
怎	0.000000	0.000000	2
赭	0.000000	0.000000	30
蛴	0.000000	0.000000	5
讪	0.000000	0.000000	2
旐	0.000000	0.000000	34
狰	0.000000	0.000000	1
谯	0.000000	0.000000	40
殳	0.000000	0.000000	6
罱	0.000000	0.000000	1
蟹	0.000000	0.000000	31
嶮	0.000000	0.000000	33
赍	0.000000	0.000000	22
痑	0.000000	0.000000	1
阯	0.000000	0.000000	8
鲟	0.000000	0.000000	1
阚	0.000000	0.000000	5
棂	0.000000	0.000000	12
祓	0.000000	0.000000	24
阤	0.000000	0.000000	5
寅	0.000000	0.000000	33
峄	0.000000	0.000000	19
逊	0.000000	0.000000	27
腠	0.000000	0.000000	3
棨	0.000000	0.000000	9
绷	0.000000	0.000000	6
郐	0.000000	0.000000	3
刬	0.000000	0.000000	12
怗	0.000000	0.000000	1
薮	0.000000	0.000000	45
笱	0.000000	0.000000	4
黥	0.000000	0.000000	4
簎	0.000000	0.000000	1
莘	0.000000	0.000000	4
咆	0.000000	0.000000	21
崒	0.000000	0.000000	28
畬	0.000000	0.000000	41
绌	0.000000	0.000000	1
蓂	0.000000	0.000000	47
亶	0.000000	0.000000	1
輵	0.000000	0.000000	1
螗	0.000000	0.000000	4
襋	0.000000	0.000000	1
灿	0.000000	0.000000	14
闍	0.000000	0.000000	10
颾	0.000000	0.000000	1
胮	0.000000	0.000000	1
抒	0.000000	0.000000	2
忺	0.000000	0.000000	1
痰	0.000000	0.000000	5
塌	0.000000	0.000000	8
扩	0.000000	0.000000	1
俘	0.000000	0.000000	10
菽	0.000000	0.000000	14
脐	0.000000	0.000000	17
镩	0.000000	0.000000	1
襚	0.000000	0.000000	1
窬	0.000000	0.000000	1
蓓	0.000000	0.000000	1
輈	0.000000	0.000000	32
猫	0.000000	0.000000	10
垛	0.000000	0.000000	2
皖	0.000000	0.000000	6
磋	0.000000	0.000000	6
吓	0.000000	0.000000	14
歠	0.000000	0.000000	5
憁	0.000000	0.000000	3
炜	0.000000	0.000000	6
觿	0.000000	0.000000	5
劘	0.000000	0.000000	2
蔫	0.000000	0.000000	10
焌	0.000000	0.000000	1
峋	0.000000	0.000000	10
碌	0.000000	0.000000	19
坫	0.000000	0.000000	1
罛	0.000000	0.000000	6
舼	0.000000	0.000000	3
璈	0.000000	0.000000	3
跫	0.000000	0.000000	1
蝎	0.000000	0.000000	3
癸	0.000000	0.000000	6
苜	0.000000	0.000000	17
牸	0.000000	0.000000	3
柽	0.000000	0.000000	28
纽	0.000000	0.000000	19
褥	0.000000	0.000000	31
擉	0.000000	0.000000	2
葼	0.000000	0.000000	1
聃	0.000000	0.000000	9
罂	0.000000	0.000000	20
鹾	0.000000	0.000000	1
陨	0.000000	0.000000	35
磐	0.000000	0.000000	8
跖	0.000000	0.000000	9
挣	0.000000	0.000000	3
伪	0.000000	0.000000	29
餬	0.000000	0.000000	1
壈	0.000000	0.000000	8
觎	0.000000	0.000000	3
斛	0.000000	0.000000	43
卞	0.000000	0.000000	30
騄	0.000000	0.000000	16
狡	0.000000	0.000000	34
艚	0.000000	0.000000	2
螳	0.000000	0.000000	5
鱍	0.000000	0.000000	2
焯	0.000000	0.000000	3
衍	0.000000	0.000000	44
毚	0.000000	0.000000	3
哦	0.000000	0.000000	14
蔗	0.000000	0.000000	22
玼	0.000000	0.000000	2
蒐	0.000000	0.000000	10
牴	0.000000	0.000000	6
庨	0.000000	0.000000	1
荼	0.000000	0.000000	13
渀	0.000000	0.000000	1
磝	0.000000	0.000000	1
愕	0.000000	0.000000	5
疹	0.000000	0.000000	9
榉	0.000000	0.000000	2
硉	0.000000	0.000000	9
镀	0.000000	0.000000	6
蜮	0.000000	0.000000	2
驽	0.000000	0.000000	49
賸	0.000000	0.000000	6
垡	0.000000	0.000000	1
碡	0.000000	0.000000	1
梐	0.000000	0.000000	1
髽	0.000000	0.000000	4
肴	0.000000	0.000000	12
婑	0.000000	0.000000	3
粔	0.000000	0.000000	2
繂	0.000000	0.000000	2
贲	0.000000	0.000000	18
畸	0.000000	0.000000	2
惣	0.000000	0.000000	1
鈚	0.000000	0.000000	1
痺	0.000000	0.000000	3
鎚	0.000000	0.000000	2
譀	0.000000	0.000000	3
嵥	0.000000	0.000000	1
咻	0.000000	0.000000	2
祉	0.000000	0.000000	38
拯	0.000000	0.000000	20
绒	0.000000	0.000000	1
彷	0.000000	0.000000	19
怃	0.000000	0.000000	4
笐	0.000000	0.000000	1
潼	0.000000	0.000000	35
划	0.000000	0.000000	31
堰	0.000000	0.000000	26
惇	0.000000	0.000000	3
闇	0.000000	0.000000	29
喟	0.000000	0.000000	7
嫫	0.000000	0.000000	10
脰	0.000000	0.000000	5
骘	0.000000	0.000000	10
蔻	0.000000	0.000000	22
瀰	0.000000	0.000000	24
址	0.000000	0.000000	18
瑳	0.000000	0.000000	1
究	0.000000	0.000000	33
啬	0.000000	0.000000	3
靴	0.000000	0.000000	24
鈌	0.000000	0.000000	1
甿	0.000000	0.000000	29
弗	0.000000	0.000000	14
硫	0.000000	0.000000	3
蔟	0.000000	0.000000	11
歙	0.000000	0.000000	5
涞	0.000000	0.000000	1
滪	0.000000	0.000000	23
荃	0.000000	0.000000	20
崭	0.000000	0.000000	10
賝	0.000000	0.000000	3
佶	0.000000	0.000000	4
怦	0.000000	0.000000	1
桎	0.000000	0.000000	9
沤	0.000000	0.000000	30
澥	0.000000	0.000000	16
犒	0.000000	0.000000	9
琛	0.000000	0.000000	12
豳	0.000000	0.000000	10
餍	0.000000	0.000000	1
螵	0.000000	0.000000	1
遄	0.000000	0.000000	6
篚	0.000000	0.000000	13
蟆	0.000000	0.000000	33
芥	0.000000	0.000000	14
绚	0.000000	0.000000	16
鷣	0.000000	0.000000	1
撏	0.000000	0.000000	5
耘	0.000000	0.000000	41
韫	0.000000	0.000000	8
砭	0.000000	0.000000	2
渫	0.000000	0.000000	1
殍	0.000000	0.000000	2
枳	0.000000	0.000000	37
猱	0.000000	0.000000	39
蕟	0.000000	0.000000	3
韍	0.000000	0.000000	1
垩	0.000000	0.000000	1
汁	0.000000	0.000000	7
腑	0.000000	0.000000	23
婥	0.000000	0.000000	1
刮	0.000000	0.000000	36
喂	0.000000	0.000000	22
寘	0.000000	0.000000	4
疋	0.000000	0.000000	1
麽	0.000000	0.000000	4
躨	0.000000	0.000000	2
伧	0.000000	0.000000	8
琮	0.000000	0.000000	15
嵕	0.000000	0.000000	2
亥	0.000000	0.000000	26
裋	0.000000	0.000000	4
滦	0.000000	0.000000	1
逦	0.000000	0.000000	34
粥	0.000000	0.000000	29
媵	0.000000	0.000000	3
眚	0.000000	0.000000	2
吻	0.000000	0.000000	15
駮	0.000000	0.000000	3
晔	0.000000	0.000000	17
欬	0.000000	0.000000	1
枸	0.000000	0.000000	4
煼	0.000000	0.000000	1
禖	0.000000	0.000000	6
皿	0.000000	0.000000	1
脏	0.000000	0.000000	11
濊	0.000000	0.000000	1
眴	0.000000	0.000000	1
憾	0.000000	0.000000	5
韭	0.000000	0.000000	7
瘇	0.000000	0.000000	1
抹	0.000000	0.000000	21
鼷	0.000000	0.000000	3
諴	0.000000	0.000000	5
噇	0.000000	0.000000	1
娀	0.000000	0.000000	1
蝣	0.000000	0.000000	25
惔	0.000000	0.000000	1
壳	0.000000	0.000000	29
吷	0.000000	0.000000	1
怛	0.000000	0.000000	3
锯	0.000000	0.000000	9
蝌	0.000000	0.000000	1
傞	0.000000	0.000000	7
魇	0.000000	0.000000	9
圠	0.000000	0.000000	2
琊	0.000000	0.000000	12
臲	0.000000	0.000000	5
鐍	0.000000	0.000000	6
型	0.000000	0.000000	1
絪	0.000000	0.000000	12
烜	0.000000	0.000000	8
棒	0.000000	0.000000	5
痍	0.000000	0.000000	27
簸	0.000000	0.000000	30
诬	0.000000	0.000000	23
膴	0.000000	0.000000	2
鳿	0.000000	0.000000	3
培	0.000000	0.000000	22
禊	0.000000	0.000000	38
熨	0.000000	0.000000	24
訧	0.000000	0.000000	1
鸒	0.000000	0.000000	1
鳆	0.000000	0.000000	1
鴚	0.000000	0.000000	1
嗄	0.000000	0.000000	2
椹	0.000000	0.000000	13
鷤	0.000000	0.000000	1
胼	0.000000	0.000000	7
鞁	0.000000	0.000000	1
栟	0.000000	0.000000	1
抆	0.000000	0.000000	2
粕	0.000000	0.000000	4
踉	0.000000	0.000000	10
孳	0.000000	0.000000	5
绋	0.000000	0.000000	5
佚	0.000000	0.000000	7
骭	0.000000	0.000000	1
缇	0.000000	0.000000	28
眈	0.000000	0.000000	4
胞	0.000000	0.000000	1
浟	0.000000	0.000000	1
酕	0.000000	0.000000	2
魈	0.000000	0.000000	16
鳊	0.000000	0.000000	6
緺	0.000000	0.000000	3
骅	0.000000	0.000000	47
菶	0.000000	0.000000	2
飨	0.000000	0.000000	42
懔	0.000000	0.000000	5
枑	0.000000	0.000000	1
胔	0.000000	0.000000	1
棺	0.000000	0.000000	25
埼	0.000000	0.000000	1
寀	0.000000	0.000000	5
斿	0.000000	0.000000	7
