character	value_extended	raw_value	window_freq
峣	0.220879	0.008871	55
节	0.220760	0.008864	1715
棱	0.220729	0.008862	133
侧	0.220180	0.008829	382
炼	0.220042	0.008820	238
洄	0.219347	0.008777	52
聚	0.219140	0.008765	373
右	0.218836	0.008746	349
简	0.218453	0.008723	300
拔	0.218427	0.008721	195
蜂	0.218175	0.008705	189
蔬	0.218163	0.008705	159
缨	0.218113	0.008702	343
酒	0.218102	0.008701	4731
命	0.217762	0.008680	1263
吕	0.217761	0.008680	98
延	0.217723	0.008678	491
履	0.217600	0.008670	430
扈	0.217259	0.008649	72
池	0.217185	0.008645	2500
岷	0.217170	0.008644	62
锄	0.217152	0.008643	143
宫	0.216514	0.008604	2876
伐	0.216511	0.008603	181
欠	0.216451	0.008600	84
极	0.216430	0.008598	1107
旗	0.216411	0.008597	863
梁	0.216257	0.008588	1073
奴	0.216111	0.008579	173
彻	0.216085	0.008577	340
小	0.216039	0.008574	2363
要	0.215745	0.008556	599
珪	0.215739	0.008556	104
恩	0.215736	0.008556	1947
队	0.215697	0.008553	56
骝	0.215602	0.008548	91
皓	0.215595	0.008547	243
星	0.215289	0.008528	1986
阖	0.215165	0.008521	115
彰	0.215122	0.008518	82
丸	0.215059	0.008514	95
登	0.214866	0.008502	1965
监	0.214636	0.008488	79
岚	0.214430	0.008476	267
稻	0.214214	0.008462	237
取	0.214202	0.008462	1047
乙	0.214137	0.008458	57
诸	0.213806	0.008437	888
像	0.213806	0.008437	147
显	0.213771	0.008435	76
矛	0.213390	0.008412	62
胜	0.213008	0.008388	1528
龟	0.212903	0.008382	322
阵	0.212745	0.008372	286
钿	0.212740	0.008372	198
窈	0.212620	0.008365	136
创	0.212480	0.008356	64
乞	0.212054	0.008330	281
弥	0.211909	0.008321	293
及	0.211778	0.008313	1196
密	0.211352	0.008287	558
飞	0.211314	0.008284	5243
厦	0.211231	0.008279	61
嘲	0.211180	0.008276	58
贯	0.210889	0.008258	146
奚	0.210872	0.008257	59
茧	0.210457	0.008232	56
幢	0.210271	0.008220	125
兹	0.209488	0.008172	842
轮	0.209176	0.008153	748
萌	0.208064	0.008085	51
达	0.207993	0.008081	633
悟	0.207814	0.008070	280
朝	0.207164	0.008030	5352
斟	0.207142	0.008028	97
满	0.207063	0.008024	4154
诚	0.206873	0.008012	653
屐	0.206538	0.007991	136
款	0.206502	0.007989	108
婢	0.206418	0.007984	68
吃	0.206410	0.007983	80
梓	0.206257	0.007974	64
困	0.206209	0.007971	213
司	0.206163	0.007968	397
羽	0.205829	0.007948	1405
放	0.205757	0.007943	694
尉	0.205714	0.007941	197
徇	0.205684	0.007939	76
园	0.205096	0.007903	1839
航	0.205076	0.007902	78
若	0.205023	0.007898	2545
诏	0.204955	0.007894	561
耻	0.203979	0.007834	219
蛇	0.203832	0.007825	317
陶	0.203792	0.007823	538
躬	0.203782	0.007822	169
膻	0.203489	0.007804	94
殊	0.203357	0.007796	832
诗	0.203231	0.007788	3084
坞	0.203204	0.007787	117
徐	0.203192	0.007786	305
花	0.203156	0.007784	10580
绿	0.202889	0.007767	2675
奏	0.202816	0.007763	620
醉	0.202792	0.007761	2863
层	0.202743	0.007758	471
缑	0.202674	0.007754	62
便	0.202669	0.007754	1306
泠	0.202526	0.007745	212
借	0.202004	0.007713	640
谢	0.201992	0.007712	1468
贮	0.201657	0.007692	136
援	0.201618	0.007689	112
潘	0.201431	0.007678	178
炉	0.201398	0.007676	684
推	0.201204	0.007664	464
顾	0.201200	0.007664	1099
犊	0.201158	0.007661	77
遍	0.200626	0.007629	767
瓜	0.200622	0.007628	157
梅	0.200334	0.007611	939
谓	0.200180	0.007601	457
访	0.200014	0.007591	719
预	0.199998	0.007590	119
攀	0.199935	0.007586	814
茸	0.199759	0.007575	106
产	0.199342	0.007550	88
格	0.199253	0.007544	194
辄	0.199021	0.007530	55
体	0.197788	0.007454	348
亚	0.197652	0.007446	162
揭	0.197277	0.007423	70
帽	0.197239	0.007421	148
二	0.197146	0.007415	1916
据	0.196992	0.007405	77
四	0.196904	0.007400	2558
季	0.196306	0.007363	200
派	0.196091	0.007350	101
吾	0.195965	0.007342	1669
幂	0.195951	0.007342	53
泥	0.195657	0.007324	949
惟	0.195072	0.007288	1120
驾	0.194977	0.007282	575
香	0.194787	0.007270	4177
蟾	0.194459	0.007250	193
晞	0.194027	0.007224	51
架	0.193961	0.007219	174
烈	0.193898	0.007216	173
请	0.193848	0.007213	386
三	0.193597	0.007197	5666
判	0.193507	0.007192	86
鬟	0.193255	0.007176	198
辨	0.193067	0.007165	318
材	0.192916	0.007155	253
袭	0.192832	0.007150	86
蘋	0.192797	0.007148	339
境	0.192655	0.007139	605
害	0.192641	0.007138	116
均	0.192628	0.007138	179
妨	0.192530	0.007132	366
游	0.192528	0.007132	4156
玳	0.191924	0.007094	95
高	0.191916	0.007094	6819
玉	0.191799	0.007087	5850
绽	0.191758	0.007084	98
击	0.191597	0.007074	305
邺	0.191461	0.007066	72
群	0.191260	0.007054	1472
濛	0.190571	0.007011	208
翦	0.190388	0.007000	134
毡	0.190012	0.006977	81
驼	0.189865	0.006968	55
扫	0.189860	0.006968	681
濑	0.189627	0.006954	109
羡	0.189511	0.006946	624
贻	0.189403	0.006940	113
宁	0.189019	0.006916	1039
坼	0.188942	0.006911	98
置	0.188616	0.006891	372
践	0.188512	0.006885	143
涵	0.188504	0.006885	147
襄	0.188016	0.006855	218
鸳	0.187859	0.006845	585
瑚	0.187714	0.006836	110
凿	0.187337	0.006813	265
排	0.187159	0.006802	282
樱	0.187031	0.006794	145
童	0.186831	0.006782	724
海	0.186601	0.006768	4068
必	0.186524	0.006763	939
逐	0.186426	0.006757	1523
屡	0.185550	0.006703	331
讵	0.185528	0.006702	356
辕	0.185168	0.006680	184
翊	0.184930	0.006665	60
质	0.184886	0.006663	311
字	0.184659	0.006649	871
宠	0.184181	0.006619	398
竖	0.184141	0.006617	55
倒	0.183817	0.006597	489
纤	0.183225	0.006561	376
碣	0.182695	0.006528	64
集	0.182247	0.006501	433
丘	0.182088	0.006491	718
阗	0.181811	0.006474	60
尝	0.181706	0.006467	534
轴	0.181697	0.006467	126
咸	0.181542	0.006457	364
簿	0.181416	0.006450	95
勿	0.181354	0.006446	396
须	0.181351	0.006446	2374
提	0.181340	0.006445	305
第	0.181289	0.006442	692
厨	0.181175	0.006435	164
社	0.181143	0.006433	358
惬	0.181095	0.006430	160
捐	0.181027	0.006426	124
韦	0.180956	0.006421	110
浅	0.180683	0.006405	735
储	0.180483	0.006392	99
姑	0.180208	0.006375	259
俟	0.179950	0.006360	76
梯	0.179761	0.006348	231
腕	0.179521	0.006333	77
蔓	0.179447	0.006329	207
燎	0.179359	0.006323	53
敦	0.179314	0.006321	82
貔	0.178922	0.006297	51
摩	0.178880	0.006294	126
并	0.178596	0.006277	714
尺	0.178328	0.006260	857
簇	0.178089	0.006245	173
钓	0.178002	0.006240	975
秩	0.177810	0.006228	135
磴	0.177349	0.006200	99
冲	0.177129	0.006186	478
镜	0.176817	0.006167	1349
染	0.176532	0.006150	383
左	0.176041	0.006120	373
琐	0.175922	0.006112	162
搜	0.175603	0.006093	236
期	0.175561	0.006090	2432
郡	0.175492	0.006086	952
郁	0.175344	0.006077	396
船	0.175323	0.006076	1188
参	0.175121	0.006063	723
颍	0.174839	0.006046	116
段	0.174691	0.006037	83
色	0.173758	0.005980	4796
与	0.173708	0.005977	5012
彭	0.173608	0.005970	183
恭	0.172995	0.005933	165
匝	0.172838	0.005923	120
凡	0.172524	0.005904	295
桥	0.172119	0.005879	1107
细	0.171956	0.005869	1140
志	0.171845	0.005862	689
滑	0.171819	0.005861	170
卜	0.171569	0.005845	236
粗	0.171503	0.005841	137
卷	0.171495	0.005841	1234
瓢	0.171143	0.005819	112
偷	0.170872	0.005802	317
仇	0.170777	0.005797	86
策	0.170381	0.005772	572
拙	0.170268	0.005765	258
平	0.170029	0.005751	3425
浣	0.169927	0.005745	132
漉	0.169611	0.005725	52
掬	0.169429	0.005714	57
燕	0.168943	0.005684	1519
妖	0.168825	0.005677	236
再	0.168752	0.005672	728
插	0.168681	0.005668	189
钱	0.168495	0.005657	638
雏	0.167523	0.005597	266
补	0.167345	0.005586	165
妄	0.167294	0.005583	78
铜	0.167292	0.005583	423
都	0.167152	0.005574	1136
焚	0.166977	0.005563	415
构	0.166772	0.005551	139
鸭	0.166749	0.005549	77
千	0.166717	0.005548	5835
丈	0.166642	0.005543	501
铃	0.166235	0.005518	108
俯	0.166069	0.005508	281
石	0.165910	0.005498	4138
瑁	0.165776	0.005490	69
壮	0.165702	0.005485	646
拥	0.165542	0.005475	608
妆	0.165517	0.005474	695
徒	0.165473	0.005471	1433
获	0.164713	0.005424	146
强	0.164312	0.005400	676
箔	0.164260	0.005397	100
裹	0.163889	0.005374	88
继	0.163882	0.005374	300
杰	0.163796	0.005368	83
挈	0.163420	0.005345	59
仿	0.163374	0.005342	135
阳	0.163086	0.005325	4296
聊	0.163022	0.005321	542
绣	0.163015	0.005320	752
图	0.163003	0.005320	802
也	0.162914	0.005314	525
蒙	0.161773	0.005244	472
荫	0.161554	0.005231	112
漪	0.161520	0.005229	59
麻	0.161480	0.005226	276
剧	0.161266	0.005213	138
庄	0.161197	0.005209	222
台	0.161123	0.005204	3153
浑	0.160587	0.005171	291
互	0.160562	0.005170	115
籁	0.160499	0.005166	140
兵	0.160081	0.005140	1266
尾	0.160055	0.005139	336
俄	0.159548	0.005108	146
篁	0.159442	0.005101	159
葛	0.159419	0.005100	200
挟	0.159284	0.005091	79
土	0.159221	0.005087	969
鲈	0.159019	0.005075	96
引	0.158562	0.005047	1103
杖	0.158357	0.005034	474
压	0.158341	0.005033	380
麟	0.158243	0.005027	275
札	0.158058	0.005016	132
性	0.157978	0.005011	820
剪	0.157956	0.005010	292
僚	0.157947	0.005009	93
席	0.157811	0.005001	739
巡	0.157686	0.004993	337
腻	0.157358	0.004973	127
报	0.157215	0.004964	1103
跻	0.157094	0.004957	95
歌	0.156742	0.004935	3874
漱	0.156495	0.004920	148
控	0.155880	0.004882	87
鼻	0.155685	0.004870	99
谋	0.155333	0.004849	357
卑	0.155327	0.004848	235
研	0.155118	0.004836	61
拘	0.154794	0.004816	120
腰	0.154756	0.004813	573
耶	0.154663	0.004808	75
午	0.154353	0.004789	246
戎	0.154301	0.004786	681
簧	0.154056	0.004770	57
亿	0.153598	0.004742	81
蟠	0.153485	0.004735	146
缁	0.153166	0.004716	80
盏	0.152370	0.004667	92
汗	0.152351	0.004666	275
慕	0.152032	0.004646	223
夷	0.151471	0.004612	522
团	0.151379	0.004606	303
诛	0.151360	0.004605	109
姬	0.151340	0.004604	208
泛	0.151124	0.004591	783
寡	0.150508	0.004553	140
沼	0.150305	0.004540	199
当	0.150137	0.004530	3344
蒂	0.150118	0.004529	72
严	0.149704	0.004503	514
窅	0.149685	0.004502	69
眷	0.149648	0.004500	169
蛟	0.149540	0.004493	249
任	0.149523	0.004492	947
笺	0.149250	0.004476	156
非	0.149109	0.004467	2995
井	0.148931	0.004456	958
裔	0.148893	0.004454	59
骥	0.148799	0.004448	133
沓	0.148624	0.004437	78
颔	0.147662	0.004378	58
淋	0.147618	0.004375	58
箱	0.147493	0.004368	91
吏	0.147377	0.004361	865
仑	0.147144	0.004346	129
学	0.146834	0.004327	1400
照	0.146824	0.004327	2321
得	0.146812	0.004326	6891
碗	0.146767	0.004323	78
拟	0.146735	0.004321	600
连	0.146091	0.004282	2521
界	0.145912	0.004271	347
度	0.145883	0.004269	1539
赋	0.145539	0.004248	802
附	0.145238	0.004229	128
叱	0.145049	0.004218	53
脱	0.145019	0.004216	389
舅	0.144684	0.004195	52
谷	0.144522	0.004185	1227
机	0.144280	0.004171	866
囊	0.144084	0.004159	284
梵	0.143734	0.004137	186
激	0.143626	0.004130	379
卢	0.143562	0.004126	204
裾	0.142771	0.004078	182
蹄	0.142069	0.004035	342
菊	0.141806	0.004019	668
蒿	0.141629	0.004008	237
峤	0.141617	0.004007	139
萱	0.141447	0.003997	59
近	0.141112	0.003976	2435
旆	0.140897	0.003963	333
乍	0.140685	0.003950	462
药	0.140667	0.003949	1280
唇	0.140471	0.003937	80
猛	0.140387	0.003932	203
家	0.140286	0.003925	5534
翠	0.140243	0.003923	2421
担	0.139374	0.003869	67
萸	0.139293	0.003864	117
闪	0.138622	0.003823	55
浸	0.138372	0.003808	213
胸	0.138206	0.003798	184
乳	0.138167	0.003795	200
壑	0.138131	0.003793	456
孙	0.137705	0.003767	754
晨	0.137614	0.003761	900
本	0.137612	0.003761	1196
贼	0.136973	0.003722	175
饱	0.136605	0.003700	228
躯	0.136501	0.003693	95
曙	0.136383	0.003686	559
畦	0.136300	0.003681	135
菌	0.136201	0.003675	57
宅	0.135670	0.003642	626
加	0.135063	0.003605	258
斋	0.134382	0.003563	786
早	0.134352	0.003561	1936
浪	0.134175	0.003550	1421
庇	0.134018	0.003541	57
迤	0.133941	0.003536	172
皂	0.133750	0.003524	57
鳌	0.133725	0.003523	132
嚼	0.133474	0.003507	50
惹	0.133453	0.003506	180
己	0.133184	0.003490	400
孔	0.133129	0.003486	251
鹢	0.132902	0.003472	83
惭	0.132647	0.003457	825
刘	0.132497	0.003447	392
函	0.132396	0.003441	190
答	0.131794	0.003404	195
锵	0.131679	0.003397	110
腹	0.131454	0.003383	209
态	0.131389	0.003379	375
荷	0.131340	0.003376	795
蠹	0.130966	0.003353	105
遣	0.130335	0.003315	552
抽	0.130306	0.003313	242
阻	0.129952	0.003291	414
箨	0.129886	0.003287	53
菱	0.129649	0.003273	225
寝	0.129533	0.003266	318
末	0.129269	0.003249	296
籍	0.129015	0.003234	330
摇	0.128883	0.003226	1129
擎	0.128729	0.003216	95
雍	0.128687	0.003214	133
维	0.128533	0.003204	250
操	0.128467	0.003200	178
国	0.128350	0.003193	2818
桨	0.128178	0.003182	50
介	0.128098	0.003177	92
催	0.127683	0.003152	776
逼	0.127515	0.003142	222
虚	0.127391	0.003134	1838
窃	0.127225	0.003124	111
迁	0.127027	0.003112	489
瀑	0.126961	0.003108	240
每	0.126929	0.003106	902
堤	0.126386	0.003072	462
埃	0.126292	0.003067	504
招	0.126046	0.003052	563
牖	0.125953	0.003046	168
崩	0.125904	0.003043	157
庐	0.125615	0.003025	520
筠	0.125289	0.003005	133
区	0.125202	0.003000	200
蜀	0.124478	0.002955	732
带	0.124425	0.002952	1649
子	0.124422	0.002952	5798
兰	0.124353	0.002948	1571
跪	0.123839	0.002916	52
坎	0.123617	0.002902	71
伏	0.123603	0.002902	435
芊	0.123586	0.002901	60
浔	0.123343	0.002886	143
峭	0.122917	0.002860	147
万	0.122610	0.002841	5439
驻	0.122320	0.002823	528
师	0.122298	0.002822	1321
男	0.122012	0.002804	283
犀	0.121904	0.002797	147
鹰	0.121800	0.002791	232
萝	0.121584	0.002778	573
褰	0.121217	0.002755	120
氛	0.121172	0.002752	358
临	0.121075	0.002746	2655
恋	0.121001	0.002742	596
棠	0.120641	0.002720	185
絮	0.120632	0.002719	233
槛	0.120628	0.002719	439
执	0.120397	0.002705	258
剡	0.120149	0.002690	125
森	0.119728	0.002664	228
艺	0.119689	0.002661	124
同	0.119507	0.002650	4262
莲	0.119435	0.002646	1016
官	0.119419	0.002645	1895
含	0.119315	0.002638	1492
吴	0.119209	0.002632	1301
庾	0.119057	0.002623	174
郭	0.118811	0.002608	561
髓	0.118782	0.002606	77
画	0.118548	0.002591	1544
虎	0.118472	0.002587	942
鲁	0.118355	0.002580	346
垢	0.118262	0.002574	67
正	0.118077	0.002562	2208
颐	0.117974	0.002556	86
泻	0.117852	0.002549	146
芸	0.117711	0.002540	100
槎	0.117344	0.002517	181
奔	0.117268	0.002513	434
偶	0.117209	0.002509	721
透	0.117189	0.002508	209
虽	0.117059	0.002500	1513
汉	0.116970	0.002495	2827
最	0.116780	0.002483	860
值	0.116719	0.002479	345
矶	0.116225	0.002449	121
于	0.116160	0.002445	1415
麦	0.116151	0.002444	221
癖	0.116145	0.002444	59
纵	0.115454	0.002402	740
冯	0.115356	0.002396	112
衙	0.115324	0.002394	88
挑	0.115145	0.002383	94
岫	0.114674	0.002354	265
直	0.114173	0.002323	1488
衮	0.113832	0.002302	76
累	0.113807	0.002300	396
火	0.113541	0.002284	1679
鸣	0.113442	0.002278	2040
劣	0.113151	0.002260	52
穗	0.113042	0.002253	75
育	0.113012	0.002252	56
点	0.112772	0.002237	734
豆	0.112451	0.002217	138
少	0.112446	0.002217	2841
被	0.112153	0.002199	772
笠	0.112123	0.002197	76
赞	0.112071	0.002194	89
轺	0.111986	0.002189	59
藿	0.111951	0.002187	51
缩	0.111401	0.002153	86
忘	0.111213	0.002141	1251
修	0.111177	0.002139	691
鹄	0.111076	0.002133	139
齿	0.111005	0.002128	340
乔	0.110941	0.002125	242
蓉	0.110771	0.002114	412
碎	0.110596	0.002103	296
优	0.110473	0.002096	159
蚊	0.110294	0.002085	54
嫌	0.110240	0.002082	549
绕	0.110063	0.002071	1497
牙	0.109358	0.002027	270
酬	0.109307	0.002024	427
友	0.109292	0.002023	517
写	0.109234	0.002020	420
闲	0.108969	0.002004	4514
扰	0.108779	0.001992	153
穹	0.108707	0.001987	122
雪	0.108435	0.001971	4282
骇	0.107732	0.001928	80
际	0.107647	0.001922	522
倏	0.107571	0.001918	140
扶	0.107382	0.001906	466
罗	0.107366	0.001905	1580
慢	0.106880	0.001875	172
晒	0.106872	0.001875	53
熳	0.106710	0.001865	68
纷	0.106276	0.001838	725
径	0.106242	0.001836	1222
廷	0.106198	0.001833	165
刹	0.106180	0.001832	91
萍	0.106176	0.001832	281
作	0.105007	0.001760	3376
庙	0.104954	0.001757	548
钵	0.104806	0.001748	77
伸	0.104382	0.001722	102
秉	0.103906	0.001693	195
巨	0.103872	0.001691	186
钟	0.103736	0.001682	1312
隙	0.103603	0.001674	121
投	0.103454	0.001665	670
弓	0.103303	0.001656	404
昔	0.103160	0.001647	1686
禅	0.102992	0.001637	1049
了	0.102929	0.001633	398
膏	0.102559	0.001610	210
驿	0.102419	0.001602	484
矣	0.102367	0.001598	307
嘘	0.102350	0.001597	59
省	0.102342	0.001597	536
阅	0.102091	0.001581	137
矫	0.101783	0.001563	100
灌	0.101718	0.001559	118
戈	0.101601	0.001551	448
卓	0.101596	0.001551	116
缚	0.101372	0.001537	74
陷	0.101094	0.001520	96
马	0.101075	0.001519	4709
迈	0.100987	0.001514	90
惑	0.100725	0.001498	94
袅	0.100492	0.001483	273
拾	0.100312	0.001472	226
茱	0.100162	0.001463	89
逢	0.100110	0.001460	2624
坡	0.099921	0.001448	92
刺	0.099764	0.001439	291
氲	0.099703	0.001435	196
底	0.099680	0.001433	663
羊	0.099660	0.001432	391
鸯	0.099607	0.001429	343
入	0.099249	0.001407	5313
郊	0.099164	0.001402	610
范	0.099104	0.001398	147
婉	0.099056	0.001395	79
居	0.098983	0.001391	2135
赤	0.098815	0.001380	699
臾	0.098488	0.001360	140
自	0.098163	0.001340	8454
狭	0.098115	0.001337	76
应	0.098076	0.001335	4697
衷	0.097978	0.001329	77
族	0.097638	0.001308	178
挥	0.097596	0.001306	383
隼	0.097517	0.001301	109
积	0.097503	0.001300	866
肤	0.097475	0.001298	103
力	0.097086	0.001274	1201
荧	0.096347	0.001229	103
穿	0.096323	0.001227	619
旄	0.096033	0.001210	137
湖	0.096009	0.001208	1530
傥	0.095934	0.001204	99
障	0.095718	0.001190	176
恒	0.095241	0.001161	165
筌	0.095076	0.001151	55
狐	0.094743	0.001130	182
股	0.094065	0.001089	60
遥	0.093985	0.001084	2257
嬴	0.093592	0.001060	60
烛	0.093468	0.001052	812
狼	0.093367	0.001046	229
闽	0.093099	0.001030	78
食	0.093047	0.001026	1229
嵬	0.092995	0.001023	111
竭	0.092787	0.001010	106
从	0.092707	0.001006	3957
上	0.092700	0.001005	10523
遁	0.092612	0.001000	109
厌	0.092417	0.000988	595
种	0.092417	0.000988	778
蚕	0.092389	0.000986	200
柏	0.092329	0.000982	488
椒	0.092105	0.000969	132
部	0.091658	0.000941	185
崖	0.091370	0.000923	428
裛	0.091317	0.000920	76
静	0.091005	0.000901	2192
换	0.090983	0.000900	394
隅	0.090711	0.000883	305
鹂	0.090678	0.000881	72
窕	0.090408	0.000864	128
翻	0.090366	0.000862	1295
榴	0.090131	0.000847	125
越	0.090124	0.000847	1033
看	0.089496	0.000809	4182
逃	0.089208	0.000791	172
仲	0.089099	0.000784	267
州	0.089096	0.000784	1694
轸	0.088763	0.000764	90
鸥	0.088430	0.000743	405
韩	0.088382	0.000740	205
东	0.088375	0.000740	5285
算	0.088337	0.000737	171
琪	0.088172	0.000727	53
溶	0.087980	0.000715	55
瑶	0.087603	0.000692	749
筋	0.087289	0.000673	138
媒	0.087112	0.000662	193
险	0.086865	0.000647	438
珠	0.086728	0.000639	1554
藏	0.086694	0.000637	857
课	0.086593	0.000630	51
祖	0.086362	0.000616	425
渐	0.086166	0.000604	1056
晏	0.086154	0.000603	284
稚	0.086036	0.000596	201
杳	0.085932	0.000590	474
淮	0.085602	0.000569	535
睡	0.085489	0.000563	464
唤	0.085338	0.000553	204
潜	0.085003	0.000533	614
麝	0.084754	0.000517	122
铸	0.084748	0.000517	110
疑	0.084654	0.000511	1387
筑	0.084337	0.000492	233
窥	0.083959	0.000469	486
旱	0.083858	0.000462	122
榭	0.083847	0.000462	150
纸	0.083344	0.000431	249
丁	0.083005	0.000410	270
恰	0.082829	0.000399	85
觅	0.082405	0.000373	321
约	0.082131	0.000356	324
楼	0.081962	0.000346	3747
重	0.081933	0.000344	4271
碍	0.081677	0.000329	156
南	0.081663	0.000328	5506
窜	0.080933	0.000283	77
室	0.080792	0.000274	898
芙	0.080777	0.000273	438
侣	0.080647	0.000265	508
愈	0.080593	0.000262	61
军	0.080493	0.000256	1404
市	0.080002	0.000226	596
倘	0.079794	0.000213	118
交	0.079485	0.000194	1309
营	0.079448	0.000192	679
儿	0.079147	0.000173	1382
盗	0.079002	0.000164	140
逡	0.078749	0.000149	82
丛	0.078525	0.000135	734
幻	0.078115	0.000110	56
濆	0.077716	0.000086	68
供	0.077414	0.000067	223
钗	0.077330	0.000062	273
刑	0.077151	0.000051	107
貌	0.076908	0.000036	351
李	0.076537	0.000013	923
恃	0.076223	-0.000006	104
挂	0.075878	-0.000027	683
犯	0.075829	-0.000030	146
劝	0.075086	-0.000076	461
巘	0.075033	-0.000079	72
认	0.074642	-0.000103	225
可	0.074574	-0.000107	4334
裁	0.074470	-0.000114	427
是	0.074360	-0.000120	6062
垂	0.074122	-0.000135	2157
守	0.073812	-0.000154	1009
除	0.073615	-0.000166	490
煮	0.073452	-0.000176	132
阔	0.073394	-0.000180	497
谤	0.073207	-0.000191	57
虑	0.073009	-0.000203	333
腊	0.072965	-0.000206	288
计	0.072626	-0.000227	803
然	0.072288	-0.000248	2864
耐	0.071881	-0.000273	60
栏	0.071597	-0.000290	291
兔	0.071532	-0.000294	339
读	0.071470	-0.000298	430
梢	0.071308	-0.000308	161
女	0.071304	-0.000308	1842
口	0.071219	-0.000313	1094
纳	0.071180	-0.000316	136
财	0.071141	-0.000318	60
否	0.071044	-0.000324	216
结	0.070922	-0.000331	1401
颦	0.070888	-0.000333	66
尚	0.070885	-0.000334	1541
拭	0.070725	-0.000343	113
乃	0.070650	-0.000348	749
遽	0.070648	-0.000348	136
常	0.070374	-0.000365	1958
唱	0.070300	-0.000370	583
茅	0.070145	-0.000379	605
觜	0.069975	-0.000389	66
鹦	0.069887	-0.000395	190
环	0.069588	-0.000413	410
云	0.069402	-0.000425	12742
瓦	0.068707	-0.000467	205
般	0.068499	-0.000480	186
撼	0.068443	-0.000484	91
裘	0.068368	-0.000488	337
叠	0.068064	-0.000507	526
瓮	0.068021	-0.000509	137
冀	0.067989	-0.000511	110
贪	0.067905	-0.000517	269
厚	0.067705	-0.000529	256
雾	0.067704	-0.000529	857
顶	0.067481	-0.000543	434
辙	0.067085	-0.000567	165
脑	0.066951	-0.000575	56
由	0.066929	-0.000576	1140
著	0.066481	-0.000604	1208
耳	0.066233	-0.000619	521
朱	0.066163	-0.000623	1361
杨	0.065945	-0.000637	1205
荀	0.065803	-0.000646	69
民	0.065684	-0.000653	329
逋	0.065592	-0.000658	55
碧	0.065456	-0.000667	2669
驱	0.065402	-0.000670	683
益	0.065239	-0.000680	370
滩	0.064967	-0.000697	293
黏	0.064923	-0.000700	69
郎	0.064405	-0.000731	1318
仍	0.064262	-0.000740	900
濩	0.064196	-0.000744	52
忠	0.064143	-0.000747	346
郢	0.063879	-0.000764	197
旦	0.063746	-0.000772	402
敛	0.063556	-0.000783	356
滟	0.063267	-0.000801	108
域	0.063176	-0.000807	172
禄	0.062813	-0.000829	352
莎	0.062771	-0.000832	236
兀	0.062402	-0.000854	134
泬	0.062327	-0.000859	50
蕨	0.062222	-0.000865	57
涧	0.062121	-0.000871	657
双	0.061716	-0.000896	2172
止	0.061548	-0.000907	462
解	0.060966	-0.000942	1335
畴	0.060936	-0.000944	119
智	0.060878	-0.000948	198
谏	0.060800	-0.000953	261
翁	0.060777	-0.000954	755
滨	0.060488	-0.000972	310
磨	0.060354	-0.000980	259
閤	0.060285	-0.000984	63
蹇	0.060042	-0.000999	161
欺	0.059842	-0.001011	320
悠	0.059816	-0.001013	987
委	0.059536	-0.001030	454
曲	0.059346	-0.001042	2364
意	0.059155	-0.001054	3135
陵	0.059065	-0.001059	1868
尤	0.059055	-0.001060	162
警	0.058576	-0.001089	106
库	0.058557	-0.001090	52
驯	0.058251	-0.001109	105
他	0.057807	-0.001136	1149
喷	0.057173	-0.001175	176
中	0.056535	-0.001214	10787
奸	0.056081	-0.001242	91
议	0.055958	-0.001250	187
私	0.055637	-0.001269	307
陀	0.055532	-0.001276	66
日	0.055341	-0.001288	13758
权	0.055283	-0.001291	208
薄	0.055130	-0.001301	1300
皋	0.054948	-0.001312	248
膺	0.054903	-0.001314	133
伯	0.054875	-0.001316	367
衫	0.054679	-0.001328	258
衡	0.054391	-0.001346	420
誓	0.054376	-0.001347	170
於	0.054266	-0.001354	82
洗	0.054207	-0.001357	505
藓	0.054176	-0.001359	299
鹭	0.054115	-0.001363	399
叔	0.054067	-0.001366	146
走	0.054016	-0.001369	722
丑	0.053955	-0.001373	111
桡	0.053487	-0.001401	179
嗣	0.053266	-0.001415	88
笼	0.053253	-0.001416	705
拄	0.053074	-0.001427	56
禾	0.052873	-0.001439	155
堂	0.052352	-0.001471	1731
鸾	0.052047	-0.001490	764
赖	0.052008	-0.001492	296
邈	0.051960	-0.001495	115
愚	0.051492	-0.001524	314
牢	0.051114	-0.001547	171
敢	0.050898	-0.001560	906
廊	0.050045	-0.001613	276
言	0.049987	-0.001616	3293
林	0.049825	-0.001626	4053
能	0.049461	-0.001648	3531
颓	0.049417	-0.001651	217
板	0.049151	-0.001667	111
在	0.048540	-0.001705	7021
鲍	0.048183	-0.001727	71
毒	0.047725	-0.001755	164
枚	0.047697	-0.001757	62
剑	0.047661	-0.001759	1545
幕	0.047493	-0.001769	579
冥	0.047194	-0.001788	764
覆	0.047161	-0.001790	601
傅	0.046956	-0.001802	170
撩	0.046883	-0.001807	89
诵	0.046463	-0.001832	146
阮	0.046401	-0.001836	212
仞	0.045955	-0.001864	147
阴	0.045904	-0.001867	2745
横	0.045902	-0.001867	1339
相	0.045711	-0.001879	8874
昂	0.045522	-0.001890	92
慷	0.045403	-0.001897	65
书	0.045176	-0.001911	3988
校	0.044848	-0.001932	211
柳	0.044548	-0.001950	2837
昨	0.044508	-0.001952	792
栈	0.044257	-0.001968	117
箭	0.044040	-0.001981	377
坚	0.043993	-0.001984	267
谩	0.043961	-0.001986	224
塘	0.043919	-0.001989	685
斤	0.043893	-0.001990	50
